I1,I2,I1MAX,I1MIN,I1VAR,I2MAX,I2MIN,I2VAR,I3,I4,I3max,I3min,I3var,I4MAX,I4MIN,I5,I6,Itotal1,Itotalmax1,Itotalmin1,Vdcmean1,Vdcmax1,Vdcmin1,Pdcmean1,IR,T,range 1,range 2,range 3,range 4,class
3.164545205830996,4.021952192854444,3.6925419066871465,3.160349712607818,0.008327615366409488,3.7899066633898673,3.940190407667979,0.0148434893930669,3.6477520905382548,3.647064102934706,3.6950148986690055,3.635966646371087,0.0002523477717861009,3.694615381709931,3.635431314979354,3.6475953252301383,3.6475953259635605,427.82748973651337,457.9566737715542,396.3792662188659,519.9744090985264,520.4173842427442,509.69596388469466,165.9064787086052,641.4109385545569,18,0.8106,0.0947,-0.8883,0.0,2
0.286497628867232,0.5752418586111738,0.9621787985396214,0.26701380506241335,-0.013371366138759467,0.982338892455189,0.5556204701243607,-0.02468268723953024,0.9455954231647677,0.9467404184016092,0.9623916134748048,0.9355033319937819,7.021557074351963e-05,0.9630565164655246,0.9363942664968237,0.9458563225329674,0.9458563213123569,424.143627739563,455.69383400321635,391.521966883282,506.1344155121854,515.9192942617808,494.3277969121175,42.35770904819149,163.01634692504206,11,0.23182,0.019,-0.23733,0.0,2
2.870158227139568,2.901582464314353,2.4241206688351276,2.8772005925260418,0.015235363860013073,2.4502841828412354,2.88722203337636,0.027935025327369516,2.4685281600757554,2.3777325854524216,2.4720113773385592,2.4243140024066583,2.3776297913815813e-05,2.424459032338303,2.37360590028007,2.4266329495894516,2.4266329509705855,428.85971126465165,457.8842691324366,396.6999503771507,497.21055248587766,494.8567756809166,493.62981090495447,105.52686466766359,428.137765554786,33,0.0712,0.0244,-0.0896,0.0895,3
2.546027796807118,2.175848533918486,2.2751883010126828,2.881637051745489,0.018350570589725237,2.2764645438709232,2.8073812650426593,0.03358656995408915,2.25663729558396,2.2550825743006935,2.276257173034819,2.251640283988635,5.2164105851806315e-05,2.2753543406057246,2.2504305367431385,2.2562830357691768,2.2562830374265714,429.5657069098878,458.9191541723091,398.4400188357742,517.7711749509579,507.32816160198075,499.4877936572208,100.36299473412588,502.9194208056221,24,0.0227,0.0227,0.0,0.0,4
3.0806781513088155,3.3334565191021213,4.14047863416786,3.055587277370116,-0.028059693083316562,4.175619301109481,3.2892873806603786,-0.051459273818232246,4.208896368918178,4.0656832318786265,4.212537664132551,4.142680539818934,-3.819272299696458e-05,4.140423724327194,4.0618377864668425,4.139740241083165,4.139740238538674,423.39427447684824,454.98238857023205,395.6946676178015,500.099702390048,505.3246171047614,505.62279962518994,184.77176691965732,724.0035534306965,27,0.119,0.0364,-0.1456,0.1456,3
2.0894619317797907,2.1569247682357218,2.732679697725687,2.05140467459874,-0.0170382170098683,2.7314464062658366,2.1231614150919524,-0.03176602963089582,2.684739082958425,2.6862414807730093,2.7316467981266315,2.6601991751055705,0.0006007699939481513,2.732519246122943,2.661368208833607,2.685081420313199,2.6850814187115835,423.64232356866313,455.43230884637154,390.68921532822174,516.0008065458636,525.6725949208746,504.67612320005037,123.29107793099803,466.53001060076525,12,0.0733,0.0733,0.0,0.0,0
1.3354985218357476,1.6652318780950346,1.4737633244695967,1.335503900307373,0.005268892150812681,1.5094301637792578,1.6339600460741952,0.009635336382120106,1.5350348947009573,1.1848880104119786,1.5356705577459162,1.4743195730725376,8.012735703915954e-06,1.4740110503779493,1.181471847056649,1.4743330673527717,1.4743330678291682,427.22185072410304,456.66953535748587,394.18376316678757,484.94991592377255,484.2235013178377,483.6496770995495,62.740687856240704,259.3606657972494,35,0.3191,0.0346,-0.3498,0.3497,3
2.5069257237769023,2.6215407671502033,2.6982326698952144,2.486011905238996,-0.0014224733604138316,2.7155025994343545,2.604479809996001,-0.0031315085630143433,2.7017072931901236,2.59436574525316,2.733823733985703,2.6876190969920817,0.00020755209897577152,2.698415747687777,2.5768423904395084,2.6556433981814855,2.6556433980125695,426.2534157828602,457.04415365254795,394.22863795126773,515.9907222824099,520.6062931460461,503.387288995899,120.79544577797101,464.68098242979846,16,0.1481,0.0546,-0.1075,0.1075,3
1.6354126163290046,1.6241992763301618,1.5442285899270798,1.635383200187651,0.0029397203815140303,1.544433581551854,1.6234561486340933,0.005387704768691546,1.5364685837271599,1.5362188625711357,1.5444002734049371,1.5341923804380524,7.854944190369915e-06,1.5442552594012593,1.5339980694165891,1.5364116821002043,1.536411682366417,427.4001379117843,457.5756145366752,395.0167883292948,497.4511038588723,497.42224268540724,494.1118729992468,67.20446094304238,270.2307864512058,27,0.0099,0.0099,0.0,0.0,0
4.845823919968071,5.203895807859412,5.379369584754807,4.813042966043908,-0.010458952289589814,5.522638856689398,5.063759002088678,-0.019187265605792994,5.384127019944206,5.385017194152224,5.392057589334137,5.37635512701302,-8.021364112090054e-06,5.392574516806085,5.37704778222251,5.384329855625077,5.384329854676116,498.6523458210953,501.2444645462032,494.27135143018893,500.88126706203457,502.9864840926437,502.832975725413,238.48242133009313,945.3539579079269,30,0.2061,0.1419,-0.3181,0.0,2
